adult,age group,condition,custom_label_1,custom_label_2,gender,id,is_bundle,mpn,product_brand,product_category,product_currency,product_description,product_gtin,product_id,product_image,product_instock,product_name,product_price,product_size,product_type,product_url,short_title,unit_pricing_measure,custom_label_3,custom_label_0,product_sale_price,parent_category,subcategory,child_category
False,adult,new,,,female,PPLGWPSUMM22W,False,LOPPLGWPSUMM22W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,Clean Charter Care Routine - L'Occitane en Provence,3000000241295.0,PPLGWPSUMM22W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwaa8ee52d/large/PPLGWPSUMM22W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Rutina de Cuidados Clean Charter - L'Occitane en Provence,20.5, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/rutina-de-cuidados-clean-charter-PPLGWPSUMM22W.html,Clean Charter Care Routine,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,,female,PPLGWPTRFC22W,False,LOPPLGWPTRFC22W,L'Occitane en Provence,475,EUR,Fall in love with this toiletry bag with 4 face care products to take with you everywhere you go! This exclusive L'OCCITANE toiletry bag contains: - a Reset Night Serum 5ml- a Cleansing Face Milk-in-Oil 30ml- an Immortelle Precious Essential Water 30ml- an Immortelle Divine Cream 4ml,3000000234525.0,PPLGWPTRFC22W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw162c150e/large/PPLGWPTRFC22W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Neceser Favoritos Rostro - L'Occitane en Provence,29.5, ,Regalos>Cofres de Regalo de Rostro,https://es.loccitane.com/neceser-favoritos-rostro-PPLGWPTRFC22W.html,Toiletry bag Favorites Face,,,SALES,25.0,Gifts,not available,Face Gift Boxes
False,adult,new,,,female,PPLHAIRAMAN21W,False,LOPPLHAIRAMAN21W,L'Occitane en Provence,Cabello>Champús,EUR,Almond Shampoo and Conditioner Duo - L'Occitane en Provence,,PPLHAIRAMAN21W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw46fab614/large/PPLHAIRAMAN21W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Dúo Champú y Acondicionador Almendra - L'Occitane en Provence,36.0, ,Cabello>Champús,https://es.loccitane.com/duo-champu-y-acondicionador-almendra-PPLHAIRAMAN21W.html,Almond Shampoo and Conditioner Duo,,,,,Hair,not available,Shampoos
False,adult,new,,Karité,female,PPLKARFDM23W,False,LOPPLKARFDM23W,L'Occitane en Provence,475,EUR,"Discover our Shea Butter body gift box, our favorite ingredient used for centuries by Sub-Saharan African women to nourish and protect their skin and hair. This box contains: a Shea Shower Cream 250ml, a Shea Ultra Rich Body Cream 200ml and a Shea Hand Cream 30ml.",,PPLKARFDM23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw34a7e058/large/PPLKARFDM23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre de Cuerpo Karité - L'Occitane en Provence,68.5, ,Regalos>Cofres de Regalo de Perfume,https://es.loccitane.com/cofre-de-cuerpo-karite-PPLKARFDM23W.html,Shea Butter Body Chest,,,SALES,55.0,Gifts,not available,Perfume Gift Boxes
False,adult,new,,Verbena,female,PPLLIQSOL23W,False,LOPPLLIQSOL23W,L'Occitane en Provence,Regalos>Cofres de Regalo de Cuerpo,EUR,"Ideal for discovering our Verbena body care products. This box contains: a Verbena Shea Butter Moisturizing Hand and Body Cream 300ml, a Verbena Shea Butter Extra Gentle Soap 100g, a Verbena Shea Butter Liquid Hand and Body Soap 500ml and a Verbena Shea Butter Deodorant Balm 50g.",,PPLLIQSOL23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwb01e0cfc/large/PPLLIQSOL23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Rutina Manos & Cuerpo Verbena - L'Occitane en Provence,76.0, ,Regalos>Cofres de Regalo de Cuerpo,https://es.loccitane.com/rutina-manos-y-cuerpo-verbena-PPLLIQSOL23W.html,Verbena Hands & Body Routine,,,SALES,65.0,Gifts,not available,Body Gift Boxes
False,adult,new,,,female,PPLNEWYEAN22W,False,LOPPLNEWYEAN22W,L'Occitane en Provence,Regalos>Cofres de Regalo de Cuerpo,EUR,"Inside this beautiful eco-responsible paper toiletry bag, you will find our 5 products for a detox routine after the vacations: A Revitalizing Hair Care 6ml, a Purifying Hair Care 6ml, an Essential Water 30ml, an Almond Solid Soap 50g and an Almond Milk Concentrate 20ml.",,PPLNEWYEAN22W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw0079b116/large/PPLNEWYEAN22W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Neceser 5 Cuidados Detox - L'Occitane en Provence,28.0, ,Regalos>Cofres de Regalo de Cuerpo,https://es.loccitane.com/neceser-5-cuidados-detox-PPLNEWYEAN22W.html,Toilet Bag 5 Detox Care,,,SALES,23.0,Gifts,not available,Body Gift Boxes
False,adult,new,,L'OCCITANE,female,PPLOCCIFDP23W,False,LOPPLOCCIFDP23W,L'Occitane en Provence,475,EUR,"Discover our L'Occitan perfume gift box, inspired by the pure scents of Provence, mysterious as the scent of distilled lavender with its musky notes of smoky wood, containing: a L'Occitan Eau de Toilette 75ml and a L'Occitan Shower Gel 250ml.",,PPLOCCIFDP23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw577233bf/large/PPLOCCIFDP23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Perfumado L'Occitan - L'Occitane en Provence,59.0, ,Regalos>Cofres de Regalo de Perfume,https://es.loccitane.com/cofre-perfumado-loccitan-PPLOCCIFDP23W.html,L'Occitan Scented Chest,,,,59.0,Gifts,not available,Perfume Gift Boxes
False,adult,new,,L'OCCITANE,female,PPLOCCIN22W,False,LOPPLOCCIN22W,L'Occitane en Provence,Regalos>Cofres de regalo de perfume,EUR,"Discover our L'Occitan perfume gift box, inspired by the pure scents of Provence, mysterious as the scent of distilled lavender with its musky notes of smoky wood.contains: a L'Occitan Eau de Toilette 75ml, a L'Occitan Shower Gel 250ml and a L'Occitan Soap 50g.",3000000244364.0,PPLOCCIN22W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwd045c553/large/PPLOCCIN22W .jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Perfumado L'Occitan - L'Occitane en Provence,77.0, ,Regalos>Cofres de regalo de perfume,https://es.loccitane.com/cofre-perfumado-loccitan-PPLOCCIN22W.html,L'Occitan Scented Chest,,,SALES,65.0,Gifts,not available,Perfume Gift Boxes
False,adult,new,,,female,PPLOSMANVAL22W,False,LOPPLOSMANVAL22W,L'Occitane en Provence,475,EUR,"Discover our Osmanthus fragrance, delicate and unique. A green freshness, with a velvety effect of apricot with creamy woody notes, ideal for the spring season. Ideal for the spring season, this gift box contains:- an Osmanthus Eau de Toilette 75ml- an Osmanthus Shower Gel 75ml- an Osmanthus Body Milk 75ml - an exclusive L'OCCITANE box.",3000000234525.0,PPLOSMANVAL22W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwa7539a6e/large/PPLOSMANVAL22W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Perfumado Osmanthus - L'Occitane en Provence,69.0, ,Regalos>Cofres de Regalo de Perfume,https://es.loccitane.com/cofre-perfumado-osmanthus-PPLOSMANVAL22W.html,Osmanthus Scented Chest,,,SALES,59.0,Gifts,not available,Perfume Gift Boxes
False,adult,new,,,female,PPLPARFOSMAN21W,False,LOPPLPARFOSMAN21W,L'Occitane en Provence,Regalos>Cofres de regalo de perfume,EUR,"Discover our Osmanthus gift box. A delicate and unique fragrance: green freshness, the softness of velvety apricot and creamy woody notes. Your gift box contains:- an Osmanthus Eau de Toilette 75ml- an Osmanthus Shower Gel 250ml- an Osmanthus Hand Cream 30ml- an exclusive L'OCCITANE gift box.",3000000221648.0,PPLPARFOSMAN21W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwc0667a97/large/PPLPARFOSMAN21W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Regalo Perfume Osmanthus - L'Occitane en Provence,77.0, ,Regalos>Cofres de regalo de perfume,https://es.loccitane.com/cofre-regalo-perfume-osmanthus-PPLPARFOSMAN21W.html,Osmanthus Perfume Gift Chest,,,,,Gifts,not available,Perfume Gift Boxes
False,adult,new,,Rosa Pera,female,PPLPARFPOIRN22W,False,LOPPLPARFPOIRN22W,L'Occitane en Provence,Regalos>Cofres de regalo de perfume,EUR,"Discover our gift box with the Rose Pear perfume, with sweet and fruity floral notes, containing: a Rose Pear Eau de Toilette 50ml, a Rose Pear Shower Gel 250ml and a Rose Pear Hand Cream 30ml.",3000000244319.0,PPLPARFPOIRN22W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw88fb75c8/large/PPLPARFPOIRN22W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Perfumado Rosa Pera - L'Occitane en Provence,72.0, ,Regalos>Cofres de regalo de perfume,https://es.loccitane.com/cofre-perfumado-rosa-pera-PPLPARFPOIRN22W.html,Rose Pear Scented Chest,,,,,Gifts,not available,Perfume Gift Boxes
False,adult,new,,Verbena,female,PPLPARVERV22W,False,LOPPLPARVERV22W,L'Occitane en Provence,REBAJAS>Cofres y kits con descuento,EUR,"Enriched with organic Verbena extract from Provence, Verbena Eau de Toilette is a luminous composition of universal freshness. The refreshing top notes of Lemon and Orange lead to a generous heart of Verbena. At the base, notes of Petitgrain and Bigarade leave a delicious scent on the skin all day long.",,PPLPARVERV22W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw7dcc09b2/large/PPLPARVERV22W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Regalo Perfume Verbena - L'Occitane en Provence,80.5, ,REBAJAS>Cofres y kits con descuento,https://es.loccitane.com/cofre-regalo-perfume-verbena-PPLPARVERV22W.html,Verbena Perfume Gift Box,,,SALES,65.0,SALE,not available,Discounted Gift Boxes & Kits
False,adult,new,,Verbena,female,PPLPARVERVN22W,False,LOPPLPARVERVN22W,L'Occitane en Provence,Regalos>Cofres de regalo de perfume,EUR,"Discover our Verbena scented gift box, with refreshing notes of Lemon and Orange leading to a generous heart of Verbena. This box contains: a Verbena Eau de Toilette 100ml, a Verbena Shower Gel 250ml and a Verbena Hand Cream 30ml.",3000000244388.0,PPLPARVERVN22W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw7bceb829/large/PPLPARVERVN22W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Perfumado Verbena - L'Occitane en Provence,68.0, ,Regalos>Cofres de regalo de perfume,https://es.loccitane.com/cofre-perfumado-verbena-PPLPARVERVN22W.html,Verbena Scented Box,,,,,Gifts,not available,Perfume Gift Boxes
False,adult,new,,Preciosa Siempreviva,female,PPLPREFDM23W,False,LOPPLPREFDM23W,L'Occitane en Provence,Regalos>Cofres de Regalo de Cuerpo,EUR,"Ideal for treating the first wrinkles! Discover the Immortelle Precious Cream designed to help reinforce the skin's natural power to renew itself, as well as the Immortelle Precious Essential Water in discovery format and an Infused Cleansing Milk. This box contains: an Immortelle Precious Cream 50ml, a Face Cleansing Milk-in-Oil 200ml and an Immortelle Precious Essential Water 30ml.",,PPLPREFDM23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw0cc94772/large/PPLPREFDM23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre de Rostro Preciosa Siempreviva - L'Occitane en Provence,83.5, ,Regalos>Cofres de Regalo de Cuerpo,https://es.loccitane.com/cofre-de-rostro-preciosa-siempreviva-PPLPREFDM23W.html,Preciosa Evergreen Face Chest,,,SALES,69.0,Gifts,not available,Body Gift Boxes
False,adult,new,,Aromacología,female,PPLREGJUN23W,False,LOPPLREGJUN23W,L'Occitane en Provence,475,EUR,Regeneration Duo - L'Occitane en Provence,,PPLREGJUN23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw644a641d/large/PPL2REGJUN23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Dúo Regeneración - L'Occitane en Provence,80.0, ,Regalos>Cofres de Regalo de Rostro,https://es.loccitane.com/duo-regeneracion-PPLREGJUN23W.html,Regeneration Duo,,,,,Gifts,not available,Face Gift Boxes
False,adult,new,,,female,PPLRESAQR21W,False,LOPPLRESAQR21W,L'Occitane en Provence,2592,EUR,Duo Immortelle Reset Serum and Aqua Réotier Ultra Moisturizing Cream - L'Occitane en Provence,3000000221396.0,PPLRESAQR21W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwb5517b5d/large/PPLRESAQR21W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Dúo Sérum Reset Siempreviva y Crema Ultra Hidratante Aqua Réotier - L'Occitane en Provence,93.0, ,Rostro>Sérum & aceite de rostro,https://es.loccitane.com/duo-serum-reset-siempreviva-y-crema-ultra-hidratante-aqua-reotier-PPLRESAQR21W.html,Aqua Réotier® Immortelle Reset Serum and Aqua Réotier® Ultra Moisturizing Cream Duo,,,,,Face,not available,Serum & Face Oil
False,adult,new,,,female,PPLRESETFDM22W,False,LOPPLRESETFDM22W,L'Occitane en Provence,REBAJAS>Cofres y kits con descuento,EUR,"You'll love it, discover our routine! 1 PER MINUTE SOLD WORLDWIDE!  Discover our new patented Immortelle extract that soothes skin from redness and tightness while stimulating its recovery. In addition, the formula of our best-selling Serum is now 10 times more concentrated in Immortelle essential oil. Encapsulated in tiny golden bubbles, it helps fight the effects of daily aggressions for a visible improvement of the signs of aging.In stores and e-commerce worldwide in 2020 (from January 1, 2020 to December 31, 2020 in the 30 ml size).",3000000234082.0,PPLRESETFDM22W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw563790d1/large/PPLRESETFDM22W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Descubrimiento Rostro Reset Siempreviva - L'Occitane en Provence,89.0, ,REBAJAS>Cofres y kits con descuento,https://es.loccitane.com/cofre-descubrimiento-rostro-reset-siempreviva-PPLRESETFDM22W.html,Reset Immortelle Face Discovery Box,,,SALES,65.0,SALE,not available,Discounted Gift Boxes & Kits
False,adult,new,,,female,PPLRESGELAQR21W,False,LOPPLRESGELAQR21W,L'Occitane en Provence,2592,EUR,Duo Immortelle Reset Serum and Aqua Réotier Ultra Moisturizing Gel - L'Occitane en Provence,3000000221426.0,PPLRESGELAQR21W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw7f049934/large/PPLRESGELAQR21W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Dúo Sérum Reset Siempreviva y Gel Ultra Hidratante Aqua Réotier - L'Occitane en Provence,93.0, ,Rostro>Sérum & aceite de rostro,https://es.loccitane.com/duo-serum-reset-siempreviva-y-gel-ultra-hidratante-aqua-reotier-PPLRESGELAQR21W.html,Duo Immortelle Reset Serum & Aqua Réotier Ultra Hydrating Gel,,,,,Face,not available,Serum & Face Oil
False,adult,new,,,female,PPLRESTRIPH21W,False,LOPPLRESTRIPH21W,L'Occitane en Provence,2592,EUR,Serum and Three-Phase Reset Immortelle Serum and Essence Duo - L'Occitane en Provence,3000000221488.0,PPLRESTRIPH21W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw2deb5102/large/PPLRESTRIPH21W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Dúo Sérum y Esencia Trifásica Reset Siempreviva - L'Occitane en Provence,137.0, ,Rostro>Sérum & aceite de rostro,https://es.loccitane.com/duo-serum-y-esencia-trifasica-reset-siempreviva-PPLRESTRIPH21W.html,Serum and Three-Phase Reset Immortelle Serum and Essence Duo,,,,,Face,not available,Serum & Face Oil
False,adult,new,,,female,PPLROUTPUR21W,False,LOPPLROUTPUR21W,L'Occitane en Provence,Regalos>Todos los cofres de regalo,EUR,Revitalizing Freshness Hair Care Trio - L'Occitane en Provence,3000000215470.0,PPLROUTPUR21W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwfe9597bd/large/PPLROUTPUR21W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Trío de Cuidados de Cabello Frescor Revitalizante - L'Occitane en Provence,56.0, ,Regalos>Todos los cofres de regalo,https://es.loccitane.com/trio-de-cuidados-de-cabello-frescor-revitalizante-PPLROUTPUR21W.html,Revitalizing Freshness Hair Care Trio,,,,,Gifts,not available,All Gift Boxes
False,adult,new,,Almendra,female,PPLTRIAM23W,False,LOPPLTRIAM23W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,Almond Travel Trio - L'Occitane en Provence,,PPLTRIAM23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwe17dc2ed/large/PPLTRIAM23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Trío Viaje Almendra - L'Occitane en Provence,23.0, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/trio-viaje-almendra-PPLTRIAM23W.html,Almond Travel Trio,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Almendra,female,PPLTRIAMAN23W,False,LOPPLTRIAMAN23W,L'Occitane en Provence,475,EUR,"Ideal for discovering our Almond body care products, with their soothing and softening properties and the subtle and sweet scent of fresh almonds. This box contains: an Almond Hand Cream 30 ml, an Almond Shower Oil 75 ml and an Almond Shampoo 75 ml.",,PPLTRIAMAN23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwaf5c15ea/large/PPLTRIAMAN23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Kit Trío Almendra - L'Occitane en Provence,27.0, ,Regalos>¿Qué buscas?>Detalles para regalar,https://es.loccitane.com/kit-trio-almendra-PPLTRIAMAN23W.html,Almond Trio Kit,,,SALES,24.0,Gifts,What do you look for?,Gift Ideas
False,adult,new,,Aromacología,female,PPLTRIDOU23W,False,LOPPLTRIDOU23W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,Smoothness Routine Chest - L'Occitane en Provence,,PPLTRIDOU23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw9906c1db/large/PPLTRIDOU23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Rutina Suavidad - L'Occitane en Provence,50.5, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/cofre-rutina-suavidad-PPLTRIDOU23W.html,Smoothness Routine Chest,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Flores de Cerezo,female,PPLTRIFCFDM23W,False,LOPPLTRIFCFDM23W,L'Occitane en Provence,Regalos>Cofres de Regalo de Cuerpo,EUR,"This moisturizing trio contains: a 250ml shower gel, a 75ml body milk and a 30ml hand cream.",,PPLTRIFCFDM23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwb1a465ad/large/PPLTRIFCFDM23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Trío Flores de Cerezo - L'Occitane en Provence,34.0, ,Regalos>Cofres de Regalo de Cuerpo,https://es.loccitane.com/trio-flores-de-cerezo-PPLTRIFCFDM23W.html,Cherry Blossom Trio,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Flores de Cerezo,female,PPLTRIFDC23W,False,LOPPLTRIFDC23W,L'Occitane en Provence,Regalos>Cofres de Regalo de Cuerpo,EUR,"Discover our Cherry Blossom body gift box, with notes of freesia, cherry and lily of the valley, supported by a base of amber and musk. This box contains: a Cherry Blossom Shower Gel 75ml, a Cherry Blossom Hand Cream 30ml and a Cherry Blossom Body Milk 75ml.",,PPLTRIFDC23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwdb29cc5e/large/PPLTRIFDC23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Kit Trío Flores de Cerezo - L'Occitane en Provence,27.5, ,Regalos>Cofres de Regalo de Cuerpo,https://es.loccitane.com/kit-trio-flores-de-cerezo-PPLTRIFDC23W.html,Cherry Blossom Trio Kit,,,SALES,24.0,Gifts,not available,Body Gift Boxes
False,adult,new,,Aromacología,female,PPLTRIFLEU23W,False,LOPPLTRIFLEU23W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,Floral Routine Chest - L'Occitane en Provence,,PPLTRIFLEU23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw036d665e/large/PPLTRIFLEU23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Rutina Floral - L'Occitane en Provence,46.5, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/cofre-rutina-floral-PPLTRIFLEU23W.html,Floral Routine Chest,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Aromacología,female,PPLTRIHYD23W,False,LOPPLTRIHYD23W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,Moisturizing Body Chest - L'Occitane en Provence,,PPLTRIHYD23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw1ecd44b9/large/PPLTRIHYD23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre de Cuerpo Hidratación - L'Occitane en Provence,53.0, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/cofre-de-cuerpo-hidratacion-PPLTRIHYD23W.html,Hydration Body Chest,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Cap Cédrat,male,PPLTRIMEN23W,False,LOPPLTRIMEN23W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,Men's Travel Trio - L'Occitane en Provence,,PPLTRIMEN23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw7827a69b/large/PPLTRIMEN23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Trío de Viaje de Hombre - L'Occitane en Provence,24.5, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/trio-de-viaje-de-hombre-PPLTRIMEN23W.html,Men's Travel Trio,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Nerolí Orquídea,female,PPLTRINERO23W,False,LOPPLTRINERO23W,L'Occitane en Provence,Regalos>Cofres de Regalo de Cuerpo,EUR,"Ideal for discovering our Neroli & Orchid body care, with a timeless feminine fragrance resulting from the union of orange blossom and orchid: fresh citrus notes, luminous floral, tender and comfortable. This box contains: a Neroli & Orchid Hand Cream 30ml, a Neroli & Orchid Shower Gel 75ml and a Neroli & Orchid Body Milk 75ml.",,PPLTRINERO23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dw4c04676c/large/PPLTRINERO23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Kit Trío Nerolí & Orquídea - L'Occitane en Provence,27.5, ,Regalos>Cofres de Regalo de Cuerpo,https://es.loccitane.com/kit-trio-neroli-y-orquidea-PPLTRINERO23W.html,Neroli & Orchid Trio Kit,,,SALES,24.0,Gifts,not available,Body Gift Boxes
False,adult,new,,Aromacología,female,PPLTRINIF23W,False,LOPPLTRINIF23W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,Verbena Routine Chest - L'Occitane en Provence,,PPLTRINIF23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwf3d1333a/large/PPLTRINIF23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre Rutina Verbena - L'Occitane en Provence,46.5, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/cofre-rutina-verbena-PPLTRINIF23W.html,Verbena Routine Chest,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Aromacología,female,PPLTRINU23W,False,LOPPLTRINU23W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,Nutrition Body Chest - L'Occitane en Provence,,PPLTRINU23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwa3310657/large/PPLTRINU23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Cofre de Cuerpo Nutrición - L'Occitane en Provence,53.0, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/cofre-de-cuerpo-nutricion-PPLTRINU23W.html,Body Chest Nutrition,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Almendra,female,PPLTRIOAM23W,False,LOPPLTRIOAM23W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,"Ideal to discover our Almond body care products, with soothing and softening properties and the subtle and sweet scent of fresh almonds. This box contains: an Almond Shower Oil 250ml, an Almond Hand Cream 30ml and a 2 in 1 Almond Exfoliating Soap 125g.",,PPLTRIOAM23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwc844162b/large/PPLTRIOAM23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Trío Almendra - L'Occitane en Provence,40.5, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/trio-almendra-PPLTRIOAM23W.html,Almond Trio,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Flores de Cerezo,female,PPLTRIOFDC23W,False,LOPPLTRIOFDC23W,L'Occitane en Provence,Regalos>Cofres de regalo de cuerpo,EUR,Cherry Blossom Travel Trio - L'Occitane en Provence,,PPLTRIOFDC23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwe422703b/large/PPLTRIOFDC23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Trío de Viaje Flores de Cerezo - L'Occitane en Provence,23.5, ,Regalos>Cofres de regalo de cuerpo,https://es.loccitane.com/trio-de-viaje-flores-de-cerezo-PPLTRIOFDC23W.html,Cherry Blossoms Travel Trio,,,,,Gifts,not available,Body Gift Boxes
False,adult,new,,Verbena,female,PPLTRIVEFDM23W,False,LOPPLTRIVEFDM23W,L'Occitane en Provence,Regalos>Cofres de Regalo de Cuerpo,EUR,"This Verbena moisturizing trio contains: a 250ml shower gel, a 75ml body milk and a 30ml hand cream.",,PPLTRIVEFDM23W,https://imageeu.loccitane.com/dw/image/v2/BCDQ_PRD/on/demandware.static/-/Sites-occ_master/default/dwf6188528/large/PPLTRIVEFDM23W.jpg?sw=1200&sh=1200&sfrm=png,in stock,Trío Verbena - L'Occitane en Provence,34.0, ,Regalos>Cofres de Regalo de Cuerpo,https://es.loccitane.com/trio-verbena-PPLTRIVEFDM23W.html,Trio Verbena,,,,,Gifts,not available,Body Gift Boxes
